SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,TextName,TextAuthor,TextQuote,ExamQuestion,ImageRef,Sequence
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB2,B,Creating a text,2.1,Framework 2 Stimulus 1,,Stimulus,"'If you fell down yesterday, stand up today.'",,,,,,,220
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB2,B,Creating a text,2.2,Framework 2 Stimulus 2,,Stimulus,[Image stimulus],,,,,,VCEENG24_P10_1.png,221
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB2,B,Creating a text,2.3,Framework 2 Stimulus 3,,Stimulus,"'People should be discerning in their choice of when to protest,
Considering the significance of a cause,
Channelling energy towards issues they feel are meaningful,
Rather than engaging in activism for its own sake.""",,,,,,,222
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB3,B,Creating a text,3,Framework 3: Writing about personal journeys,,Framework,Framework 3: Writing about personal journeys,,,,,,,223
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB3,B,Creating a text,3,Framework 3: Writing about personal journeys,,Instruction,Write a text that explores ideas about personal journeys.,,,,,,,224
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB3,B,Creating a text,3,Framework 3: Writing about personal journeys,,Instruction,You must use the title provided.,,,,,,,225
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB3,B,Creating a text,3,Framework 3: Writing about personal journeys,,Instruction,You must use at least one of the following stimuli.,,,,,,,226
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB3,B,Creating a text,3,Framework 3: Writing about personal journeys,,Title,Finding My Way,,,,,,,227
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB3,B,Creating a text,3.1,Framework 3 Stimulus 1,,Stimulus,"... butit's no use going back to yesterday, because | was a different person then.'",,,,,,,228
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB3,B,Creating a text,3.2,Framework 3 Stimulus 2,,Stimulus,[Image stimulus],,,,,,VCEENG24_P11_1.png,229
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB3,B,Creating a text,3.3,Framework 3 Stimulus 3,,Stimulus,"'The caterpillar transforms without thought.
Its journey to a beautiful butterfly, inevitable.
Why must my own metamorphosis
Be shaped by so many choices?'",,,,,,,230
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB4,B,Creating a text,4,Framework 4: Writing about play,,Framework,Framework 4: Writing about play,,,,,,,231
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB4,B,Creating a text,4,Framework 4: Writing about play,,Instruction,Write a text that explores ideas about play.,,,,,,,232
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB4,B,Creating a text,4,Framework 4: Writing about play,,Instruction,You must use the title provided.,,,,,,,233
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB4,B,Creating a text,4,Framework 4: Writing about play,,Instruction,You must use at least one of the following stimuli.,,,,,,,234
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB4,B,Creating a text,4,Framework 4: Writing about play,,Title,Time to Play,,,,,,,235
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB4,B,Creating a text,4.1,Framework 4 Stimulus 1,,Stimulus,"'I can think whatever | like to think, | can play whatever | like to play . .",,,,,,,236
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB4,B,Creating a text,4.2,Framework 4 Stimulus 2,,Stimulus,[Image stimulus],,,,,,VCEENG24_P12_1.png,237
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERB,VCEENG24EQB4,B,Creating a text,4.3,Framework 4 Stimulus 3,,Stimulus,"""""You are old, Father William,"" the young man said,
""And your hair has become very white;
And yet you incessantly stand on your head-
Do you think, at your age, it is right?""'",,,,,,,238
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,Section C,20,Header,Section C: Analysis of argument and language,,,,,,,239
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,,,Instruction,"In this section, you are required to analyse the use of argument(s) and language to persuade an intended audience to share the point of view expressed in a persuasive text.",,,,,,,240
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,,,Instruction,"Read the background information on this page and the material on pages 16 and 17, and write an analytical response to the task below.",,,,,,,241
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,,,Instruction,"For the purposes of this task, the term 'language' refers to written and spoken language, and 'visuals' refers to images and graphics.",,,,,,,242
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,,,Instruction,Refer to the assessment criteria on page 18.,,,,,,,243
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,,,Instruction,Section C is worth one-third of the total marks for the examination.,,,,,,,244
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,Task,,Task,"Write an analysis of the ways in which arguments, written and spoken language, and visuals are used in
the material on pages 16 and 17 to try to persuade the intended audience to share the point of view
presented.",,,,,,,245
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,Background,,Background,"Our Local Gym is a fitness centre that caters to a local community. Until recently, the facility was
supported by a council subsidy. This funding has been withdrawn and reallocated to other council
projects. The Our Local Gym committee has called an emergency meeting for members of the gym
to vote on a proposal to keep the facilities operating.
The chair of the Our Local Gym committee, Sandy Gestalt, presented the following speech with
accompanying slides.",,,,,,,246
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,Speech,20,ArgumentText,"Thank you for attending this emergency meeting to vote on the future of Our Local Gym. We
find ourselves in an uncomfortable position, but as a group of people who have worked together
-worked out together - for years, we know that together we can save Our Local Gym, and
ensure its future.
Before we move on to possible solutions to our situation, | want to acknowledge the history and the
value of Our Local Gym to both you, our members, and to the wider community. Our Local Gym
has been in operation for 47 years. We built it from scratch with council support, local fundraisers
and fees from you, our members. We have, for years, been a safe space for all people, and for the
young and young-at-heart. This space is where you have built your fitness, your strength and your
confidence. While larger commercial gyms have flourished, they cater for a dif erent clientele - for
people who perhaps are looking for a more competitive place to achieve their fitness goals. People
who flock like moths to the flame to shiny new equipment, giant flatscreen TVs, obnoxiously loud
music, matching athleisure wear - and who love posting gym selfies on their socials. But Our Local
Gym has never been that; we just provide an opportunity for anyone to experience success at
any level of fitness. At Our Local, we value acceptance for all bodies and all fitness journeys. We
train for life.
However, we have recently lost the annual council grant we have relied on for decades to keep Our
Local open. As you know, we tried to appeal to the council to reverse its decision but, unfortunately,
we missed the deadline and the funding has already been reallocated. The council grant was
important to Our Local for two reasons: it supported the maintenance of our building and it enabled
us to keep our fees low, in line with the needs and lived experience of our community.
In seeking alternative funding, we have considered a series of bleak options: raising admission
costs beyond what our community (including young families, refugees and seniors) can afford;
privatising the fitness centre; or closing the facility entirely and watching Our Local be demolished
and turned into a carpark.
But we have found another option. A lifeline.
We have been approached by a company about
the neglected shopfront on the south side of
Focus o"" 9 <+ our building. This group sees real potential
in the vintage, grassroots community vibe of
THE Go v . our building.
The proposal includes an agreement that they
..-...%....... will upgrade the shopfront at their expense,
and they will pay us rent, which will cover what
u we have lost in the council grant. This will
/ g;' guarantee Our Local Gym's low membership
\g e}\;' b and admission fees, and may even leave extra
""j & funds for upgrades.
( J The group is Long Live Lollies.
- WP\ SR o .
( ""(6 ,""( Y Long Live Lollles. isa populgr. confectlgnery
L '7Q Lyt company. You might be familiar with this
brand - they sell ollies at reasonable prices in a
retro-themed shop. Recently, their own lease
has been terminated. This offers us a chance for
LONG LlVE LOLLIES a win-win situation.
Clearly, while this proposal solves our immediate financial problems, it does present challenges.
Our Local Gym and Long Live Lollies do not, at first glance, share much in terms of values. Our
Local offers education about nutrition and the best fuel for our bodies and supports members of the
community for whom fitness can feel out of reach, while Long Live Lollies sells foods with limited
nutritional benefit. There is no doubt that bringing these two businesses together in one building
presents a serious clash.
Taking into account this clash of purposes - we are for community and they are for profit - | want
to make it clear why we support this proposed partnership. The first is - unsurprisingly - money.
Long Live Lollies have been nothing but a sweet delight to work with. They understand our dire
financial position, offering us up-front rent payments that will keep the lights on and the doors open.
They are keen to see our gym thrive and be part of the Our Local Gym community. So they will also
pay for gym memberships for their employees - a concrete gesture that shows their support. The
second: while eating lollies excessively isn't great, the occasional treat, or sugar hit, can be a joy.
At Our Local, we know that fun and laughter are as important to our health as regular exercise.
This partnership can bring colour and deliciousness to our doorstep. And so, we hope that a
new community will be enticed to Our Local. Perhaps parents who don't know we exist will take
their children to buy treats from Long Live Lollies, discover us -and join up! We don't have the
advertising budget of large commercial gyms. This is an opportunity to broaden our reach by
tapping in to the customer base and marketing expertise of Long Live Lollies.
: . !
b S @
No((&
o 9 )
& o |
- ot
Before we vote, remember that we are not just voting for ourselves. We are voting for the many
who cannot attend tonight and for those we hope to reach in the future. This is the only viable
solution, and we as a community understand the need for compromise. To save Our Local Gym -
this wonderful place where we all get so much for our bodies and souls - we will need to bend and
stretch some uncomfortable and perhaps stiff muscles. It will not be perfect but, if we can make it
work, it will allow our imperfect community to flourish.",,,,,,,247
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,Slide,,Slide,[Slide image],,,,,,VCEENG24_P15_1.png,248
English,English,,,Year 12,Final Exam,Exam Questions,2024,,VCEENG24ERC,VCEENG24EQC1,C,Analysis of argument and language,1,Slide,,Slide,[Slide image],,,,,,VCEENG24_P16_1.png,249
